date,Daily Sales
2019-10-20,12.95663494083917
2019-10-21,12.878386915406178
2019-10-22,12.56324768492244
2019-10-23,12.08536451758915
2019-10-24,11.772020269876268
2019-10-25,12.100126077174847
2019-10-26,12.03790759015272
2019-10-27,13.142409179569242
2019-10-28,14.545650247160284
2019-10-29,14.854998406301219
2019-10-30,14.650317648253422
2019-10-31,13.992127879233296
2019-11-01,13.290691601063001
2019-11-02,13.586594216592609
2019-11-03,13.67182954164765
2019-11-04,13.690874113932326
2019-11-05,13.707228986409952
2019-11-06,12.816163743392773
2019-11-07,11.294807971197882
2019-11-08,10.776118924786658
2019-11-09,10.928467064857454
2019-11-10,11.501735564253538
2019-11-11,12.57730307307861
2019-11-12,13.579226610798278
2019-11-13,13.747116701785325
2019-11-14,13.731710361181847
2019-11-15,13.965790092692771
2019-11-16,13.445287819867662
2019-11-17,12.134532890152775
2019-11-18,10.932045494210945
2019-11-19,11.484045373955924
2019-11-20,12.87604195608309
2019-11-21,14.393605323728433
2019-11-22,14.991510100421502
2019-11-23,14.459591064199973
2019-11-24,13.8414729801607
2019-11-25,12.998486831498818
2019-11-26,11.642569369226996
2019-11-27,11.882971459566727
2019-11-28,11.5220112159601
2019-11-29,11.678540995457459
2019-11-30,11.97376624708429
2019-12-01,12.729701183230341
2019-12-02,13.74392587333552
2019-12-03,14.379858634660083
2019-12-04,14.773633420456012
2019-12-05,14.322919466542714
2019-12-06,13.859671860323688
2019-12-07,13.493046479472538
2019-12-08,13.156480111330724
2019-12-09,12.700929173841715
2019-12-10,12.941943517610085
2019-12-11,12.940505933958045
2019-12-12,12.245485532180242
2019-12-13,12.239724970270299
2019-12-14,12.160259086407548
2019-12-15,13.814951793744902
2019-12-16,15.436804843753634
2019-12-17,16.532271917178605
2019-12-18,16.788367928774026
2019-12-19,16.00578427532258
2019-12-20,14.550771971177156
2019-12-21,13.391305153946842
2019-12-22,13.39015374134059
2019-12-23,12.997004685031788
2019-12-24,13.513084962528646
2019-12-25,14.854955793083588
2019-12-26,15.11802290691912
2019-12-27,14.987224519833227
2019-12-28,14.441715888684497
2019-12-29,13.233054672808276
2019-12-30,12.43971462789641
2019-12-31,12.275327915122498
2020-01-01,13.868819454126784
2020-01-02,14.657569865026286
2020-01-03,15.119228453954054
2020-01-04,14.78551774625329
2020-01-05,14.704134573392752
2020-01-06,13.802758435962984
2020-01-07,14.008632312765474
2020-01-08,14.044073975493736
2020-01-09,14.641370578567843
2020-01-10,15.189243751895203
2020-01-11,15.589880665613855
2020-01-12,16.26572025078998
2020-01-13,16.749120616026943
2020-01-14,16.57340916603373
2020-01-15,15.87256481930755
2020-01-16,14.991593737514993
2020-01-17,13.892797338435706
2020-01-18,13.689111820030353
2020-01-19,14.014661845471727
2020-01-20,15.092261391731405
2020-01-21,15.629304516305552
2020-01-22,15.601000141788107
2020-01-23,14.997446332020488
2020-01-24,14.683772693452049
2020-01-25,14.520019678013579
2020-01-26,14.63305134387657
2020-01-27,14.326470308742373
2020-01-28,14.015119198739255
2020-01-29,13.965426543540195
2020-01-30,13.095279614421365
2020-01-31,12.833726542135341
2020-02-01,13.91565816112938
2020-02-02,16.2747633978035
2020-02-03,18.163861056399373
2020-02-04,18.622238470000077
2020-02-05,18.434720867391363
2020-02-06,16.298469152878678
2020-02-07,14.210380562936521
2020-02-08,13.180218488574889
2020-02-09,13.756349354412771
2020-02-10,15.222327811398305
2020-02-11,17.051445880628382
2020-02-12,18.32637802380401
2020-02-13,19.082763298650033
2020-02-14,18.33456934986635
2020-02-15,16.829213614555638
2020-02-16,14.54645942594895
2020-02-17,12.722711235962876
2020-02-18,12.635082613005563
2020-02-19,13.389258372370266
2020-02-20,14.106366336092902
2020-02-21,14.460528308904863
2020-02-22,15.041408404918197
2020-02-23,16.33075706816575
2020-02-24,17.909523072191163
2020-02-25,18.098765485050336
2020-02-26,17.504337564919275
2020-02-27,16.719202932649136
2020-02-28,16.17992081767061
2020-02-29,14.854261611622263
2020-03-01,13.770429952357894
2020-03-02,13.316431334926808
2020-03-03,13.625475517709509
2020-03-04,14.52707119585555
2020-03-05,15.931692968442816
2020-03-06,17.201035818061108
2020-03-07,18.371149558705703
2020-03-08,19.113065615664773
2020-03-09,19.556593531222425
2020-03-10,18.977157810894642
2020-03-11,19.208908079615835
2020-03-12,19.163654151805396
2020-03-13,18.785809754654483
2020-03-14,18.742303069835796
2020-03-15,18.984324085708188
2020-03-16,19.192869297076857
2020-03-17,19.25586568378106
2020-03-18,18.81841651521238
2020-03-19,18.57999225527999
2020-03-20,18.65142276947722
2020-03-21,19.166628690354308
2020-03-22,18.93613672830443
2020-03-23,19.013166300361455
2020-03-24,18.717004974698906
2020-03-25,16.96860539304754
2020-03-26,16.471762860963498
2020-03-27,16.819836243926993
2020-03-28,18.106681103147537
2020-03-29,18.684499145439112
2020-03-30,19.044759789527575
2020-03-31,18.65140307513957
2020-04-01,18.98648050771206
2020-04-02,19.817543179304543
2020-04-03,20.380651119606686
2020-04-04,20.02821826589631
2020-04-05,18.82986118483457
2020-04-06,18.054004458019513
2020-04-07,17.018039063400117
2020-04-08,17.41348255359509
2020-04-09,17.914050306596458
2020-04-10,18.007168022337805
2020-04-11,17.945558877683798
2020-04-12,18.597652626433195
2020-04-13,19.433984763908196
2020-04-14,19.644461962917163
2020-04-15,20.238852616831963
2020-04-16,20.627804119486026
2020-04-17,20.625944871221147
2020-04-18,20.829407325005175
2020-04-19,21.622299487829196
2020-04-20,21.404179209530902
2020-04-21,21.06565437733774
2020-04-22,20.690406266001858
2020-04-23,20.053988882984388
2020-04-24,19.31540594812587
2020-04-25,18.083896068865847
2020-04-26,17.315734643154773
2020-04-27,17.731254953894414
2020-04-28,18.137700284266487
2020-04-29,17.2985600664753
2020-04-30,16.63358283299319
2020-05-01,17.164766059607437
2020-05-02,18.241239874648002
2020-05-03,19.331062636818256
2020-05-04,20.492204468067122
2020-05-05,20.637028426151595
2020-05-06,20.99386901722272
2020-05-07,20.6590988185549
2020-05-08,20.246823706117578
2020-05-09,18.750188659798035
2020-05-10,17.467813708312825
2020-05-11,17.53715243088519
2020-05-12,18.031773278980914
2020-05-13,19.165315348794593
2020-05-14,20.246570447705707
